,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,1.575255274772644,19.09493637084961,-1.4291388988494873
S0000346_Định Công.csv,0.910900354385376,16.4438533782959,-0.5709668397903442
S0000229_Quan Hoa.csv,1.0154098272323608,15.824642181396484,-0.44456493854522705
S0000339_Kim Mã.csv,0.8916186094284058,16.293989181518555,-0.6585338115692139
S0000310_Hàng Trống.csv,1.4484859704971313,16.65612030029297,-1.115328311920166
