,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,1.2565244436264038,17.72953987121582,-1.0990581512451172
S0000346_Định Công.csv,0.8900598883628845,16.8880558013916,-0.6597343683242798
S0000229_Quan Hoa.csv,1.0479403734207153,17.128814697265625,-0.693740725517273
S0000339_Kim Mã.csv,0.808984100818634,16.5873966217041,-0.7227896451950073
S0000310_Hàng Trống.csv,1.2379618883132935,16.22749137878418,-1.007451057434082
