,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,0.9463106989860535,12.504281997680664,-0.033945441246032715
S0000346_Định Công.csv,0.6886792778968811,12.6246976852417,0.08592665195465088
S0000229_Quan Hoa.csv,0.7434354424476624,12.350868225097656,0.11664307117462158
S0000339_Kim Mã.csv,0.651863694190979,13.167744636535645,-0.03909134864807129
S0000310_Hàng Trống.csv,0.9091586470603943,11.461867332458496,0.03711223602294922
