,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,1.1640926599502563,16.47113800048828,-0.8095296621322632
S0000346_Định Công.csv,0.8682107329368591,16.8284969329834,-0.6441526412963867
S0000229_Quan Hoa.csv,0.9867186546325684,16.872304916381836,-0.6419813632965088
S0000339_Kim Mã.csv,0.7790690064430237,16.11688232421875,-0.6205072402954102
S0000310_Hàng Trống.csv,1.1719753742218018,15.235053062438965,-0.7733376026153564
