,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,1.179374098777771,15.792257308959961,-0.6627283096313477
S0000346_Định Công.csv,0.8566938042640686,15.628316879272461,-0.41819286346435547
S0000229_Quan Hoa.csv,0.9722498059272766,15.46166706085205,-0.37887632846832275
S0000339_Kim Mã.csv,0.7912192344665527,15.20655632019043,-0.4431554079055786
S0000310_Hàng Trống.csv,1.1571149826049805,14.50222396850586,-0.6055811643600464
