,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,1.0131733417510986,11.959376335144043,0.04505890607833862
S0000346_Định Công.csv,0.6341235041618347,12.754587173461914,0.05702567100524902
S0000229_Quan Hoa.csv,0.7846922278404236,12.624869346618652,0.08030867576599121
S0000339_Kim Mã.csv,0.5752090215682983,12.2886323928833,0.05944579839706421
S0000310_Hàng Trống.csv,0.9627899527549744,10.969337463378906,0.07814943790435791
