,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,1.1776055097579956,15.038387298583984,-0.5071170330047607
S0000346_Định Công.csv,0.7787325978279114,14.726551055908203,-0.25948846340179443
S0000229_Quan Hoa.csv,0.8195408582687378,13.919356346130371,-0.11751425266265869
S0000339_Kim Mã.csv,0.7071983218193054,14.046802520751953,-0.23192071914672852
S0000310_Hàng Trống.csv,1.1152371168136597,13.498725891113281,-0.3901212215423584
