,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,0.8238347172737122,13.028833389282227,-0.13221657276153564
S0000346_Định Công.csv,0.822745680809021,16.003795623779297,-0.48695385456085205
S0000229_Quan Hoa.csv,1.035295844078064,15.997514724731445,-0.476129412651062
S0000339_Kim Mã.csv,0.7810347080230713,15.597429275512695,-0.5177311897277832
S0000310_Hàng Trống.csv,1.0459753274917603,12.638028144836426,-0.22028744220733643
