,MAPE,RMSE,R2
S0000153_Trường Tiểu học Trần Quốc Toản.csv,0.9260638356208801,12.331803321838379,-0.014944076538085938
S0000346_Định Công.csv,0.6776676774024963,13.179383277893066,-0.007909059524536133
S0000229_Quan Hoa.csv,0.7128111720085144,13.049304008483887,0.01785176992416382
S0000339_Kim Mã.csv,0.637164831161499,12.535292625427246,0.020394504070281982
S0000310_Hàng Trống.csv,0.8781502842903137,11.628762245178223,-0.03471696376800537
